Segment,AnnualFee,CashBackRate,IntroAPR,DigitalFeature,APR,Perk,Profit
Cohort 1,$500 ,2%,None,Spend Insights,30%,Travel Insurance,86.27338161
Cohort 1,$500 ,2%,None,Budget Coaching,15%,None,309.5563958
Cohort 1,$500 ,2%,None,Budget Coaching,15%,Airport Lounge,656.0440493
Cohort 1,$500 ,2%,None,Budget Coaching,15%,Travel Insurance,632.9293309
Cohort 1,$500 ,2%,None,Budget Coaching,20%,None,181.2409952
Cohort 1,$500 ,2%,None,Budget Coaching,20%,Airport Lounge,553.5655819
Cohort 1,$500 ,2%,None,Budget Coaching,20%,Travel Insurance,520.9053858
Cohort 1,$500 ,2%,None,Budget Coaching,25%,None,80.12496859
Cohort 1,$500 ,2%,None,Budget Coaching,25%,Airport Lounge,313.9600209
Cohort 1,$500 ,2%,None,Budget Coaching,25%,Travel Insurance,288.8207001
Cohort 1,$500 ,2%,None,Budget Coaching,30%,None,22.94297654
Cohort 1,$500 ,2%,None,Budget Coaching,30%,Airport Lounge,103.06735
Cohort 1,$500 ,2%,None,Budget Coaching,30%,Travel Insurance,93.41982022
Cohort 1,$500 ,2%,0% for 12 months,Basic App,15%,None,267.4173
Cohort 1,$500 ,2%,0% for 12 months,Basic App,15%,Airport Lounge,401.0418188
Cohort 1,$500 ,2%,0% for 12 months,Basic App,15%,Travel Insurance,392.4605558
Cohort 1,$500 ,2%,0% for 12 months,Basic App,20%,None,209.0544061
Cohort 1,$500 ,2%,0% for 12 months,Basic App,20%,Airport Lounge,483.1655592
Cohort 1,$500 ,2%,0% for 12 months,Basic App,20%,Travel Insurance,462.91142
Cohort 1,$500 ,2%,0% for 12 months,Basic App,25%,None,106.2393734
Cohort 1,$500 ,2%,0% for 12 months,Basic App,25%,Airport Lounge,350.1556684
Cohort 1,$500 ,2%,0% for 12 months,Basic App,25%,Travel Insurance,326.7007985
Cohort 1,$500 ,2%,0% for 12 months,Basic App,30%,None,32.35301704
Cohort 1,$500 ,2%,0% for 12 months,Basic App,30%,Airport Lounge,134.7942147
Cohort 1,$500 ,2%,0% for 12 months,Basic App,30%,Travel Insurance,122.8820878
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,15%,None,403.7059037
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,15%,Airport Lounge,448.9005493
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,15%,Travel Insurance,444.7790263
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,20%,None,399.7605294
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,20%,Airport Lounge,635.4005805
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,20%,Travel Insurance,621.9539796
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,25%,None,243.8083666
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,25%,Airport Lounge,586.2817478
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,25%,Travel Insurance,561.0071037
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,30%,None,82.68922371
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,30%,Airport Lounge,298.0680191
Cohort 1,$500 ,2%,0% for 12 months,Spend Insights,30%,Travel Insurance,275.9207943
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,15%,None,408.0771746
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,15%,Airport Lounge,442.9728541
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,15%,Travel Insurance,439.2296445
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,20%,None,415.1713016
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,20%,Airport Lounge,638.2272297
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,20%,Travel Insurance,625.6636715
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,25%,None,259.0752757
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,25%,Airport Lounge,601.7144798
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,25%,Travel Insurance,577.1039379
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,30%,None,89.21944759
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,30%,Airport Lounge,315.2678082
Cohort 1,$500 ,2%,0% for 12 months,Budget Coaching,30%,Travel Insurance,292.3945327
Cohort 1,$500 ,2%,0% for 18 months,Basic App,15%,None,207.3109389
Cohort 1,$500 ,2%,0% for 18 months,Basic App,15%,Airport Lounge,219.9621827
Cohort 1,$500 ,2%,0% for 18 months,Basic App,15%,Travel Insurance,217.0806538
Cohort 1,$500 ,2%,0% for 18 months,Basic App,20%,None,229.7532045
Cohort 1,$500 ,2%,0% for 18 months,Basic App,20%,Airport Lounge,403.5493327
Cohort 1,$500 ,2%,0% for 18 months,Basic App,20%,Travel Insurance,392.0172605
Cohort 1,$500 ,2%,0% for 18 months,Basic App,25%,None,137.6135128
Cohort 1,$500 ,2%,0% for 18 months,Basic App,25%,Airport Lounge,369.9893778
Cohort 1,$500 ,2%,0% for 18 months,Basic App,25%,Travel Insurance,350.3764308
Cohort 1,$500 ,2%,0% for 18 months,Basic App,30%,None,45.29516338
Cohort 1,$500 ,2%,0% for 18 months,Basic App,30%,Airport Lounge,171.2727641
Cohort 1,$500 ,2%,0% for 18 months,Basic App,30%,Travel Insurance,157.3885006
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,15%,None,270.833642
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,15%,Airport Lounge,228.4258416
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,15%,Travel Insurance,227.2152736
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,20%,None,381.2513616
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,20%,Airport Lounge,475.9160972
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,20%,Travel Insurance,469.7572115
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,25%,None,287.5940597
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,25%,Airport Lounge,535.8077318
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,25%,Travel Insurance,519.9570289
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,30%,None,111.7579343
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,30%,Airport Lounge,340.028091
Cohort 1,$500 ,2%,0% for 18 months,Spend Insights,30%,Travel Insurance,319.0485224
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,15%,None,267.6057016
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,15%,Airport Lounge,219.8307288
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,15%,Travel Insurance,218.7621472
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,20%,None,388.9806496
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,20%,Airport Lounge,471.9774213
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,20%,Travel Insurance,466.3372184
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,25%,None,301.4213206
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,25%,Airport Lounge,541.5725388
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,25%,Travel Insurance,526.5570234
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,30%,None,119.7517668
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,30%,Airport Lounge,354.3345757
Cohort 1,$500 ,2%,0% for 18 months,Budget Coaching,30%,Travel Insurance,333.2361936
Cohort 1,$500 ,3%,None,Basic App,15%,None,271.8436365
Cohort 1,$500 ,3%,None,Basic App,15%,Airport Lounge,548.52417
Cohort 1,$500 ,3%,None,Basic App,15%,Travel Insurance,530.1143591
Cohort 1,$500 ,3%,None,Basic App,20%,None,168.0490598
Cohort 1,$500 ,3%,None,Basic App,20%,Airport Lounge,495.8622967
Cohort 1,$500 ,3%,None,Basic App,20%,Travel Insurance,467.496492
Cohort 1,$500 ,3%,None,Basic App,25%,None,76.17224559
Cohort 1,$500 ,3%,None,Basic App,25%,Airport Lounge,292.2560905
Cohort 1,$500 ,3%,None,Basic App,25%,Travel Insurance,269.201481
Cohort 1,$500 ,3%,None,Basic App,30%,None,22.04079394
Cohort 1,$500 ,3%,None,Basic App,30%,Airport Lounge,97.87370061
Cohort 1,$500 ,3%,None,Basic App,30%,Travel Insurance,88.75388715
Cohort 1,$500 ,3%,None,Spend Insights,15%,None,479.1700511
Cohort 1,$500 ,3%,None,Spend Insights,15%,Airport Lounge,675.1514486
Cohort 1,$500 ,3%,None,Spend Insights,15%,Travel Insurance,664.4792632
Cohort 1,$500 ,3%,None,Spend Insights,20%,None,362.9721674
Cohort 1,$500 ,3%,None,Spend Insights,20%,Airport Lounge,750.6562826
Cohort 1,$500 ,3%,None,Spend Insights,20%,Travel Insurance,725.6964421
Cohort 1,$500 ,3%,None,Spend Insights,25%,None,186.6148084
Cohort 1,$500 ,3%,None,Spend Insights,25%,Airport Lounge,565.9354046
Cohort 1,$500 ,3%,None,Spend Insights,25%,Travel Insurance,532.8908887
Cohort 1,$500 ,3%,None,Spend Insights,30%,None,57.5723104
Cohort 1,$500 ,3%,None,Spend Insights,30%,Airport Lounge,234.1483758
Cohort 1,$500 ,3%,None,Spend Insights,30%,Travel Insurance,214.4476563
Cohort 1,$500 ,3%,None,Budget Coaching,15%,None,493.6161157
Cohort 1,$500 ,3%,None,Budget Coaching,15%,Airport Lounge,675.1471998
Cohort 1,$500 ,3%,None,Budget Coaching,15%,Travel Insurance,665.2672425
Cohort 1,$500 ,3%,None,Budget Coaching,20%,None,383.0926305
Cohort 1,$500 ,3%,None,Budget Coaching,20%,Airport Lounge,764.4824845
Cohort 1,$500 ,3%,None,Budget Coaching,20%,Travel Insurance,740.5798854
Cohort 1,$500 ,3%,None,Budget Coaching,25%,None,200.3689377
Cohort 1,$500 ,3%,None,Budget Coaching,25%,Airport Lounge,590.3877038
Cohort 1,$500 ,3%,None,Budget Coaching,25%,Travel Insurance,557.221455
Cohort 1,$500 ,3%,None,Budget Coaching,30%,None,62.40726979
Cohort 1,$500 ,3%,None,Budget Coaching,30%,Airport Lounge,250.5993078
Cohort 1,$500 ,3%,None,Budget Coaching,30%,Travel Insurance,229.8200349
Cohort 1,$500 ,3%,0% for 12 months,Basic App,15%,None,287.5327504
Cohort 1,$500 ,3%,0% for 12 months,Basic App,15%,Airport Lounge,278.3951013
Cohort 1,$500 ,3%,0% for 12 months,Basic App,15%,Travel Insurance,276.1976239
Cohort 1,$500 ,3%,0% for 12 months,Basic App,20%,None,343.2259561
Cohort 1,$500 ,3%,0% for 12 months,Basic App,20%,Airport Lounge,497.4149939
Cohort 1,$500 ,3%,0% for 12 months,Basic App,20%,Travel Insurance,488.1935658
Cohort 1,$500 ,3%,0% for 12 months,Basic App,25%,None,228.317479
Cohort 1,$500 ,3%,0% for 12 months,Basic App,25%,Airport Lounge,505.1517146
Cohort 1,$500 ,3%,0% for 12 months,Basic App,25%,Travel Insurance,485.3878873
Cohort 1,$500 ,3%,0% for 12 months,Basic App,30%,None,80.9666028
Cohort 1,$500 ,3%,0% for 12 months,Basic App,30%,Airport Lounge,276.7488495
Cohort 1,$500 ,3%,0% for 12 months,Basic App,30%,Travel Insurance,257.0806979
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,15%,None,340.5721496
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,15%,Airport Lounge,281.8832213
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,15%,Travel Insurance,281.0142856
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,20%,None,497.9473226
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,20%,Airport Lounge,548.0610286
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,20%,Travel Insurance,543.790605
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,25%,None,425.5191399
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,25%,Airport Lounge,649.3660457
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,25%,Travel Insurance,636.8413312
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,30%,None,189.9601157
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,30%,Airport Lounge,484.8537312
Cohort 1,$500 ,3%,0% for 12 months,Spend Insights,30%,Travel Insurance,461.6372611
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,15%,None,335.540481
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,15%,Airport Lounge,272.827672
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,15%,Travel Insurance,272.0577677
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,20%,None,502.9128823
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,20%,Airport Lounge,542.1255795
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,20%,Travel Insurance,538.2425603
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,25%,None,440.7568292
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,25%,Airport Lounge,651.2355551
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,25%,Travel Insurance,639.5711203
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,30%,None,202.2666438
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,30%,Airport Lounge,499.182102
Cohort 1,$500 ,3%,0% for 12 months,Budget Coaching,30%,Travel Insurance,476.4056996
Cohort 1,$500 ,3%,0% for 18 months,Basic App,15%,None,123.3076362
Cohort 1,$500 ,3%,0% for 18 months,Basic App,15%,Airport Lounge,47.94100139
Cohort 1,$500 ,3%,0% for 18 months,Basic App,15%,Travel Insurance,47.72388365
Cohort 1,$500 ,3%,0% for 18 months,Basic App,20%,None,285.6653847
Cohort 1,$500 ,3%,0% for 18 months,Basic App,20%,Airport Lounge,314.1447223
Cohort 1,$500 ,3%,0% for 18 months,Basic App,20%,Travel Insurance,310.6291122
Cohort 1,$500 ,3%,0% for 18 months,Basic App,25%,None,247.3262194
Cohort 1,$500 ,3%,0% for 18 months,Basic App,25%,Airport Lounge,415.714235
Cohort 1,$500 ,3%,0% for 18 months,Basic App,25%,Travel Insurance,404.7953987
Cohort 1,$500 ,3%,0% for 18 months,Basic App,30%,None,102.9965983
Cohort 1,$500 ,3%,0% for 18 months,Basic App,30%,Airport Lounge,289.3599361
Cohort 1,$500 ,3%,0% for 18 months,Basic App,30%,Travel Insurance,272.6476497
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,15%,None,129.5912944
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,15%,Airport Lounge,39.37256819
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,15%,Travel Insurance,39.30445647
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,20%,None,362.6026275
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,20%,Airport Lounge,326.1862128
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,20%,Travel Insurance,324.7286478
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,25%,None,398.9782446
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,25%,Airport Lounge,482.2049573
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,25%,Travel Insurance,476.5699179
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,30%,None,222.1679498
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,30%,Airport Lounge,437.6235119
Cohort 1,$500 ,3%,0% for 18 months,Spend Insights,30%,Travel Insurance,422.8514407
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,15%,None,121.118456
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,15%,Airport Lounge,29.56979218
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,15%,Travel Insurance,29.5230196
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,20%,None,359.8707675
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,20%,Airport Lounge,317.7158997
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,20%,Travel Insurance,316.4146534
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,25%,None,406.0524187
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,25%,Airport Lounge,477.7249902
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,25%,Travel Insurance,472.575515
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,30%,None,233.3784667
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,30%,Airport Lounge,442.9761488
Cohort 1,$500 ,3%,0% for 18 months,Budget Coaching,30%,Travel Insurance,428.9093443
Cohort 2,$0 ,1%,None,Basic App,15%,None,400
Cohort 2,$0 ,1%,None,Basic App,15%,Airport Lounge,497.7876989
Cohort 2,$0 ,1%,None,Basic App,15%,Travel Insurance,496.5949294
Cohort 2,$0 ,1%,None,Basic App,20%,None,559.1906537
Cohort 2,$0 ,1%,None,Basic App,20%,Airport Lounge,717.942637
Cohort 2,$0 ,1%,None,Basic App,20%,Travel Insurance,716.2628486
Cohort 2,$0 ,1%,None,Basic App,25%,None,490.7905476
Cohort 2,$0 ,1%,None,Basic App,25%,Airport Lounge,718.6602073
Cohort 2,$0 ,1%,None,Basic App,25%,Travel Insurance,716.2713357
Cohort 2,$0 ,1%,None,Basic App,30%,None,194.9700205
Cohort 2,$0 ,1%,None,Basic App,30%,Airport Lounge,370.2973742
Cohort 2,$0 ,1%,None,Basic App,30%,Travel Insurance,368.1084976
Cohort 2,$0 ,1%,None,Spend Insights,15%,None,454.0985837
Cohort 2,$0 ,1%,None,Spend Insights,15%,Airport Lounge,530.5706372
Cohort 2,$0 ,1%,None,Spend Insights,15%,Travel Insurance,529.5532797
Cohort 2,$0 ,1%,None,Spend Insights,20%,None,635.4221184
Cohort 2,$0 ,1%,None,Spend Insights,20%,Airport Lounge,767.079599
Cohort 2,$0 ,1%,None,Spend Insights,20%,Travel Insurance,765.6461328
Cohort 2,$0 ,1%,None,Spend Insights,25%,None,581.1791598
Cohort 2,$0 ,1%,None,Spend Insights,25%,Airport Lounge,795.7531559
Cohort 2,$0 ,1%,None,Spend Insights,25%,Travel Insurance,793.5671583
Cohort 2,$0 ,1%,None,Spend Insights,30%,None,249.4684372
Cohort 2,$0 ,1%,None,Spend Insights,30%,Airport Lounge,451.4933773
Cohort 2,$0 ,1%,None,Spend Insights,30%,Travel Insurance,449.0663646
Cohort 2,$0 ,1%,None,Budget Coaching,15%,None,437.9875509
Cohort 2,$0 ,1%,None,Budget Coaching,15%,Airport Lounge,516.2436123
Cohort 2,$0 ,1%,None,Budget Coaching,15%,Travel Insurance,515.2119916
Cohort 2,$0 ,1%,None,Budget Coaching,20%,None,615.3129998
Cohort 2,$0 ,1%,None,Budget Coaching,20%,Airport Lounge,749.9346302
Cohort 2,$0 ,1%,None,Budget Coaching,20%,Travel Insurance,748.473643
Cohort 2,$0 ,1%,None,Budget Coaching,25%,None,559.564533
Cohort 2,$0 ,1%,None,Budget Coaching,25%,Airport Lounge,774.7825453
Cohort 2,$0 ,1%,None,Budget Coaching,25%,Travel Insurance,772.5766118
Cohort 2,$0 ,1%,None,Budget Coaching,30%,None,236.8588861
Cohort 2,$0 ,1%,None,Budget Coaching,30%,Airport Lounge,432.3549642
Cohort 2,$0 ,1%,None,Budget Coaching,30%,Travel Insurance,429.9873851
Cohort 2,$0 ,1%,0% for 12 months,Basic App,15%,None,202.1522617
Cohort 2,$0 ,1%,0% for 12 months,Basic App,15%,Airport Lounge,167.1369372
Cohort 2,$0 ,1%,0% for 12 months,Basic App,15%,Travel Insurance,166.9089018
Cohort 2,$0 ,1%,0% for 12 months,Basic App,20%,None,408.686156
Cohort 2,$0 ,1%,0% for 12 months,Basic App,20%,Airport Lounge,420.1114714
Cohort 2,$0 ,1%,0% for 12 months,Basic App,20%,Travel Insurance,419.5540968
Cohort 2,$0 ,1%,0% for 12 months,Basic App,25%,None,444.9233369
Cohort 2,$0 ,1%,0% for 12 months,Basic App,25%,Airport Lounge,528.6248256
Cohort 2,$0 ,1%,0% for 12 months,Basic App,25%,Travel Insurance,527.5509375
Cohort 2,$0 ,1%,0% for 12 months,Basic App,30%,None,225.4740093
Cohort 2,$0 ,1%,0% for 12 months,Basic App,30%,Airport Lounge,361.1330631
Cohort 2,$0 ,1%,0% for 12 months,Basic App,30%,Travel Insurance,359.4933101
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,15%,None,213.5427458
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,15%,Airport Lounge,165.8744714
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,15%,Travel Insurance,165.6995314
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,20%,None,438.2470453
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,20%,Airport Lounge,429.5745231
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,20%,Travel Insurance,429.1345135
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,25%,None,496.7506425
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,25%,Airport Lounge,556.5381891
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,25%,Travel Insurance,555.6445756
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,30%,None,277.0073877
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,30%,Airport Lounge,416.0231144
Cohort 2,$0 ,1%,0% for 12 months,Spend Insights,30%,Travel Insurance,414.3920399
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,15%,None,203.1980983
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,15%,Airport Lounge,156.0416799
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,15%,Travel Insurance,155.86918
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,20%,None,424.7399476
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,20%,Airport Lounge,417.9397266
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,20%,Travel Insurance,417.4909149
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,25%,None,480.5366797
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,25%,Airport Lounge,542.6319169
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,25%,Travel Insurance,541.7220076
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,30%,None,263.7849238
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,30%,Airport Lounge,400.2144104
Cohort 2,$0 ,1%,0% for 12 months,Budget Coaching,30%,Travel Insurance,398.6006961
Cohort 2,$0 ,1%,0% for 18 months,Basic App,15%,None,36.89102046
Cohort 2,$0 ,1%,0% for 18 months,Basic App,15%,Airport Lounge,-43.6929916
Cohort 2,$0 ,1%,0% for 18 months,Basic App,15%,Travel Insurance,-43.64721383
Cohort 2,$0 ,1%,0% for 18 months,Basic App,20%,None,260.4820232
Cohort 2,$0 ,1%,0% for 18 months,Basic App,20%,Airport Lounge,219.37457
Cohort 2,$0 ,1%,0% for 18 months,Basic App,20%,Travel Insurance,219.1513511
Cohort 2,$0 ,1%,0% for 18 months,Basic App,25%,None,346.8093346
Cohort 2,$0 ,1%,0% for 18 months,Basic App,25%,Airport Lounge,363.4895912
Cohort 2,$0 ,1%,0% for 18 months,Basic App,25%,Travel Insurance,362.9094965
Cohort 2,$0 ,1%,0% for 18 months,Basic App,30%,None,203.3644564
Cohort 2,$0 ,1%,0% for 18 months,Basic App,30%,Airport Lounge,290.6734421
Cohort 2,$0 ,1%,0% for 18 months,Basic App,30%,Travel Insurance,289.5383395
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,15%,None,31.6743581
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,15%,Airport Lounge,-54.21151563
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,15%,Travel Insurance,-54.16806444
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,20%,None,271.0867819
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,20%,Airport Lounge,217.5359227
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,20%,Travel Insurance,217.3667559
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,25%,None,376.7304
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,25%,Airport Lounge,374.1334893
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,25%,Travel Insurance,373.6683928
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,30%,None,243.8489509
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,30%,Airport Lounge,325.3132974
Cohort 2,$0 ,1%,0% for 18 months,Spend Insights,30%,Travel Insurance,324.2414705
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,15%,None,23.4837726
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,15%,Airport Lounge,-62.90904296
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,15%,Travel Insurance,-62.85610113
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,20%,None,260.1791489
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,20%,Airport Lounge,207.3917223
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,20%,Travel Insurance,207.2223584
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,25%,None,363.6358317
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,25%,Airport Lounge,362.6098883
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,25%,Travel Insurance,362.137992
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,30%,None,232.0461379
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,30%,Airport Lounge,312.3781675
Cohort 2,$0 ,1%,0% for 18 months,Budget Coaching,30%,Travel Insurance,311.3153179
Cohort 2,$0 ,2%,None,Basic App,15%,None,488.1967937
Cohort 2,$0 ,2%,None,Basic App,15%,Airport Lounge,457.4440106
Cohort 2,$0 ,2%,None,Basic App,15%,Travel Insurance,457.1205167
Cohort 2,$0 ,2%,None,Basic App,20%,None,736.8082806
Cohort 2,$0 ,2%,None,Basic App,20%,Airport Lounge,733.9638562
Cohort 2,$0 ,2%,None,Basic App,20%,Travel Insurance,733.4604562
Cohort 2,$0 ,2%,None,Basic App,25%,None,798.4941053
Cohort 2,$0 ,2%,None,Basic App,25%,Airport Lounge,867.0119582
Cohort 2,$0 ,2%,None,Basic App,25%,Travel Insurance,866.0543178
Cohort 2,$0 ,2%,None,Basic App,30%,None,496.8053124
Cohort 2,$0 ,2%,None,Basic App,30%,Airport Lounge,698.4215542
Cohort 2,$0 ,2%,None,Basic App,30%,Travel Insurance,696.3079493
Cohort 2,$0 ,2%,None,Spend Insights,15%,None,504.5309568
Cohort 2,$0 ,2%,None,Spend Insights,15%,Airport Lounge,458.45156
Cohort 2,$0 ,2%,None,Spend Insights,15%,Travel Insurance,458.2062656
Cohort 2,$0 ,2%,None,Spend Insights,20%,None,764.7135525
Cohort 2,$0 ,2%,None,Spend Insights,20%,Airport Lounge,740.7038161
Cohort 2,$0 ,2%,None,Spend Insights,20%,Travel Insurance,740.3197109
Cohort 2,$0 ,2%,None,Spend Insights,25%,None,852.0220946
Cohort 2,$0 ,2%,None,Spend Insights,25%,Airport Lounge,889.1190617
Cohort 2,$0 ,2%,None,Spend Insights,25%,Travel Insurance,888.3663811
Cohort 2,$0 ,2%,None,Spend Insights,30%,None,581.3355618
Cohort 2,$0 ,2%,None,Spend Insights,30%,Airport Lounge,764.7412623
Cohort 2,$0 ,2%,None,Spend Insights,30%,Travel Insurance,762.848546
Cohort 2,$0 ,2%,None,Budget Coaching,15%,None,492.0134208
Cohort 2,$0 ,2%,None,Budget Coaching,15%,Airport Lounge,447.4921452
